,NO,SMILES structure,logD,smi
649,A-logD7.4-682,FC(F)(F)C=1OC(=O)c2c(N=1)cccc2C,2.9,F C ( F ) ( F ) C = 1 O C ( = O ) c 2 c ( N = 1 ) c c c c 2 C
650,A-logD7.4-165,OC=1C(=O)C=CN(CCCO)C=1CC,-0.32,O C = 1 C ( = O ) C = C N ( C C C O ) C = 1 C C
651,A-logD7.4-806,O1[C@H](/C(=C/[C@@H]2CC[C@@H](OC)[C@H](O)C2O)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC,3.9,O 1 [C@H] ( / C ( = C / [C@@H] 2 C C [C@@H] ( O C ) [C@H] ( O ) C 2 O ) / C ) [C@H] ( C ) [C@@H] ( O ) C C ( = O ) [C@@H] ( \ C = C ( \ C [C@@H] ( C [C@H] ( O C ) [C@H] 2 O [C@] ( O ) ( [C@@H] ( C [C@@H] 2 O C ) C ) C ( = O ) C ( = O ) N 2 [C@@H] ( C C C C 2 ) C 1 = O ) C ) / C ) C C
652,A-logD7.4-98,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccccc2)cc1N1CCNCC1,-0.97,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c c c 2 ) c c 1 N 1 C C N C C 1
653,I-logDoct-PBS-25,n1n(ccc1)Cc1cc(ccc1)C#N,1.74,n 1 n ( c c c 1 ) C c 1 c c ( c c c 1 ) C # N
654,A-logD7.4-269,OC=1C(=O)C=CN(CC=C)C=1CC,0.47,O C = 1 C ( = O ) C = C N ( C C = C ) C = 1 C C
655,O-53,O=C1NC(=O)NC(=O)C1(C)c1ccccc1,1.51,O = C 1 N C ( = O ) N C ( = O ) C 1 ( C ) c 1 c c c c c 1
656,A-logD7.4-513,O1c2c(OCC1CCc1[nH]ccn1)cccc2,1.99,O 1 c 2 c ( O C C 1 C C c 1 [nH] c c n 1 ) c c c c 2
657,E-logD7.4-1,O(C)c1ccc(cc1)/C(=N\O)/COC,1.64,O ( C ) c 1 c c c ( c c 1 ) / C ( = N \ O ) / C O C
658,A-logD7.4-483,N1[C@@H]2Cc3c(cccc3)[C@]1(c1c2cccc1)C,1.79,N 1 [C@@H] 2 C c 3 c ( c c c c 3 ) [C@] 1 ( c 1 c 2 c c c c 1 ) C
659,B-logD7.4-156,Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1,2.98,Cl c 1 c c c ( c c 1 ) C 1 ( O ) C C N ( C C 1 ) C C C C ( = O ) c 1 c c c ( F ) c c 1
660,B-logD7.4-355,Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN(CCO)CC)c4)c2)cccc1F,1.9,F c 1 c ( N C ( = O ) C c 2 [nH] n c ( N c 3 n c n c 4 c 3 c c ( O C ) c ( O C C C N ( C C O ) C C ) c 4 ) c 2 ) c c c c 1 F
661,G-logD7.4-26,O(C)C1=CC=C2c3c(cc(OC)c(OC)c3OC)CC[C@H](NC(=O)C)C2=CC1=O,0.9,O ( C ) C 1 = C C = C 2 c 3 c ( c c ( O C ) c ( O C ) c 3 O C ) C C [C@H] ( N C ( = O ) C ) C 2 = C C 1 = O
662,E-logD7.4-67,o1cc(nc1-c1ccc(OCC)cc1)CNC(CCCCC)C,4.95,o 1 c c ( n c 1- c 1 c c c ( O C C ) c c 1 ) C N C ( C C C C C ) C
663,A-logD7.4-430,Clc1cc2c(cc(S(=O)(=O)N[C@H]3CCN([C@H](C(=O)N4CC5CC(C4)CNC5)C)C3=O)cc2)cc1,1.47,Cl c 1 c c 2 c ( c c ( S ( = O ) ( = O ) N [C@H] 3 C C N ( [C@H] ( C ( = O ) N 4 C C 5 C C ( C 4 ) C N C 5 ) C ) C 3 = O ) c c 2 ) c c 1
664,A-logD7.4-670,Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2cc(S(=O)(=O)NC)ccc12,2.8,Cl c 1 c c ( c c c 1 Cl ) [C@@H] 1 C C [C@H] ( N C ) c 2 c c ( S ( = O ) ( = O ) N C ) c c c 12
665,B-logD7.4-193,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc(S(=O)(=O)C)cc1)CO,-0.27,Cl C ( Cl ) C ( = O ) N [C@@H] ( [C@H] ( O ) c 1 c c c ( S ( = O ) ( = O ) C ) c c 1 ) C O
666,A-logD7.4-55,OC[C@H](NC(=O)C)C(=O)N([C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N)C,-1.51,O C [C@H] ( N C ( = O ) C ) C ( = O ) N ( [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N C C ( = O ) N C C ( = O ) N ) C
667,A-logD7.4-675,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)C)[OH2+],2.83,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c c ( c c 1 ) C ( C ) C ) [OH2+]
668,O-204,S=C(NC1CCCCC1)N1CCC(CC1)c1nc[nH]c1,2.59,S = C ( N C 1 C C C C C 1 ) N 1 C C C ( C C 1 ) c 1 n c [nH] c 1
669,O-414,F[C@H]1C2=CC(=O)C=CC2([C@H]2[C@@H]([C@H]3C[C@H](C)[C@@H](C(=O)CO)[C@@]3(C[C@H]2O)C)C1)C,2.1,F [C@H] 1 C 2 = C C ( = O ) C = C C 2 ( [C@H] 2 [C@@H] ( [C@H] 3 C [C@H] ( C ) [C@@H] ( C ( = O ) C O ) [C@@] 3 ( C [C@H] 2 O ) C ) C 1 ) C
670,A-logD7.4-715,O(Cc1[nH]c(nc1C(=O)Nc1cc(ccc1)C(O)=O)-c1c(cc(cc1C)C)C)C12CC3CC(C1)CC(C2)C3,3.02,O ( C c 1 [nH] c ( n c 1 C ( = O ) N c 1 c c ( c c c 1 ) C ( O ) = O ) - c 1 c ( c c ( c c 1 C ) C ) C ) C 12 C C 3 C C ( C 1 ) C C ( C 2 ) C 3
671,O-586,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1,0.08,S ( = O ) ( = O ) ( N c 1 n c c c c 1 ) c 1 c c c ( \ N = N \ c 2 c c ( C ( O ) = O ) c ( O ) c c 2 ) c c 1
672,O-456,NC(=N)N1CCc2c(C1)cccc2,-0.87,N C ( = N ) N 1 C C c 2 c ( C 1 ) c c c c 2
673,E-logD7.4-42,O\N=C(/Nc1ccccc1)\c1ccccc1-c1ccccc1,4.32,O \ N = C ( / N c 1 c c c c c 1 ) \ c 1 c c c c c 1- c 1 c c c c c 1
674,A-logD7.4-291,s1c2c(nc1CN1N=C(c3c(cccc3)C1=O)CC(O)=O)cc(cc2)C(F)(F)F,0.55,s 1 c 2 c ( n c 1 C N 1 N = C ( c 3 c ( c c c c 3 ) C 1 = O ) C C ( O ) = O ) c c ( c c 2 ) C ( F ) ( F ) F
675,A-logD7.4-468,Clc1cc(ccc1Cl)[C@]1(CCC(=O)N(C1)CC1CC1)CCN1CC(N2CCN(S(=O)(=O)N)CC2)C1,1.7,Cl c 1 c c ( c c c 1 Cl ) [C@] 1 ( C C C ( = O ) N ( C 1 ) C C 1 C C 1 ) C C N 1 C C ( N 2 C C N ( S ( = O ) ( = O ) N ) C C 2 ) C 1
676,E-logD7.4-18,Fc1cccc(F)c1/C(=N/O)/NC1CCCCC1,3.67,F c 1 c c c c ( F ) c 1/ C ( = N / O ) / N C 1 C C C C C 1
677,B-logD7.4-223,Clc1cc2OCOc2cc1CN1CCC2(N(CN(CC(=O)NC)C2=O)c2ccccc2)CC1,2.9,Cl c 1 c c 2 O C O c 2 c c 1 C N 1 C C C 2 ( N ( C N ( C C ( = O ) N C ) C 2 = O ) c 2 c c c c c 2 ) C C 1
678,A-logD7.4-229,O1C(=O)c2c(N=C1N[C@@H](CC(=O)N)C(=O)NC(C)C)cccc2,0.2,O 1 C ( = O ) c 2 c ( N = C 1 N [C@@H] ( C C ( = O ) N ) C ( = O ) N C ( C ) C ) c c c c 2
679,E-logD7.4-93,o1cc(nc1-c1ccc(OCCCCC)cc1)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C,6.45,o 1 c c ( n c 1- c 1 c c c ( O C C C C C ) c c 1 ) C N C [C@H] 1 [C@@H] 2 C [C@H] ( C C 1 ) C 2 ( C ) C
680,A-logD7.4-172,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccccc2F)cc1N1CC(NC(C1)C)C,-0.23,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c c c 2 F ) c c 1 N 1 C C ( N C ( C 1 ) C ) C
681,E-logD7.4-14,Fc1cc(ccc1)-c1nn2c(N=C(C=C2N2CCNCC2)C)c1,3.44,F c 1 c c ( c c c 1 ) - c 1 n n 2 c ( N = C ( C = C 2 N 2 C C N C C 2 ) C ) c 1
682,A-logD7.4-85,O(CCC1N(CCCC1)C(=O)[C@H](NCC(O)=O)Cc1ccccc1)C1CCN(CC1)C(N)=N,-1.1,O ( C C C 1 N ( C C C C 1 ) C ( = O ) [C@H] ( N C C ( O ) = O ) C c 1 c c c c c 1 ) C 1 C C N ( C C 1 ) C ( N ) = N
683,A-logD7.4-375,Clc1cc2NC3=C(C(=O)c2cc1)C(=O)N(NC3=O)Cc1ccsc1,1.2,Cl c 1 c c 2 N C 3 = C ( C ( = O ) c 2 c c 1 ) C ( = O ) N ( N C 3 = O ) C c 1 c c s c 1
684,C-logD7.4-9,[nH]1c2c(cc(cc2)C)c(c1C1CCCNC1)-c1ccncc1,2.18,[nH] 1 c 2 c ( c c ( c c 2 ) C ) c ( c 1 C 1 C C C N C 1 ) - c 1 c c n c c 1
685,O-464,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)CC,2.13,O C [C@@H] ( N C ( = O ) [C@@H] 1 C = C 2 [C@H] ( N ( C 1 ) C ) C c 1 c 3 c 2 c c c c 3 n ( c 1 ) C ) C C
686,A-logD7.4-108,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)c(OC)c1N1CC(NCC1)C,-0.79,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) C 2 C C 2 ) c ( O C ) c 1 N 1 C C ( N C C 1 ) C
687,O-238,O(C)c1ccc(cc1)C(=O)c1cc(n(c1)CC(O)=O)C(=O)c1ccc(OC)cc1,0.39,O ( C ) c 1 c c c ( c c 1 ) C ( = O ) c 1 c c ( n ( c 1 ) C C ( O ) = O ) C ( = O ) c 1 c c c ( O C ) c c 1
688,E-logD7.4-62,o1cc(nc1-c1cc(OCC)ccc1)CNC(CCCCC)C,4.83,o 1 c c ( n c 1- c 1 c c ( O C C ) c c c 1 ) C N C ( C C C C C ) C
689,B-logD7.4-102,O(Cc1ccccc1)c1ccc(NC(Nc2ccc(cc2)C(C)(C)C)=N)cc1,3.46,O ( C c 1 c c c c c 1 ) c 1 c c c ( N C ( N c 2 c c c ( c c 2 ) C ( C ) ( C ) C ) = N ) c c 1
690,A-logD7.4-133,Clc1cc(Cl)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNCC3)cc12,-0.55,Cl c 1 c c ( Cl ) c c c 1 N 1 C = C ( C ( O ) = O ) C ( = O ) c 2 c c ( F ) c ( N 3 C C N C C 3 ) c c 12
691,A-logD7.4-521,S(=O)(=O)(Nc1cc2[nH]cc(c2cc1)-c1ccncc1)c1ccccc1,2.01,S ( = O ) ( = O ) ( N c 1 c c 2 [nH] c c ( c 2 c c 1 ) - c 1 c c n c c 1 ) c 1 c c c c c 1
692,O-171,O(C(=O)c1ccc(N)cc1)CCN(CC)CC,0.43,O ( C ( = O ) c 1 c c c ( N ) c c 1 ) C C N ( C C ) C C
693,A-logD7.4-443,Clc1ccccc1C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)COCCN,1.67,Cl c 1 c c c c c 1 C 1 C ( C ( O C C ) = O ) = C ( N C ( C ) = C 1 C ( O C ) = O ) C O C C N
694,A-logD7.4-767,O1C2(OOC13CCN(CC3)Cc1ccccc1)C1CC3CC2CC(C1)C3,3.5,O 1 C 2 ( O O C 13 C C N ( C C 3 ) C c 1 c c c c c 1 ) C 1 C C 3 C C 2 C C ( C 1 ) C 3
695,A-logD7.4-248,Brc1c2nccnc2ccc1NC=1NCCN=1,0.31,Br c 1 c 2 n c c n c 2 c c c 1 N C = 1 N C C N = 1
696,A-logD7.4-740,n1c2c(cc3c1cccc3)cccc2,3.29,n 1 c 2 c ( c c 3 c 1 c c c c 3 ) c c c c 2
697,A-logD7.4-792,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)N(CCCN(C)C)C)CC1CCCCC1)Cc1ccccc1,3.7,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N ( C C C N ( C ) C ) C ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
698,B-logD7.4-231,Clc1cc2OCOc2cc1COC(=O)N1CCC2(N(CN(CC(=O)NC)C2=O)c2ccccc2)CC1,3.1,Cl c 1 c c 2 O C O c 2 c c 1 C O C ( = O ) N 1 C C C 2 ( N ( C N ( C C ( = O ) N C ) C 2 = O ) c 2 c c c c c 2 ) C C 1
699,A-logD7.4-564,O1C(=O)c2c(N=C1NC)cccc2C,2.3,O 1 C ( = O ) c 2 c ( N = C 1 N C ) c c c c 2 C
700,A-logD7.4-192,[Na+].Fc1ccc(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1cc(NC)ccc1)C(C)C,-0.05,[Na+] . F c 1 c c c ( c c 1 ) - c 1 n ( \ C = C \ [C@@H] ( O ) C [C@@H] ( O ) C C ( = O ) [O-] ) c ( n c 1- c 1 c c ( N C ) c c c 1 ) C ( C ) C
701,O-160,n1c2c(cccc2)ccc1,2.15,n 1 c 2 c ( c c c c 2 ) c c c 1
702,B-logD7.4-351,Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1nc(cc(n1)C)C)C(O)=O)c1ccccc1,0.4,F c 1 c c ( F ) c c ( F ) c 1 C N 1 c 2 c ( c c c c 2 ) [C@] ( N C C 1 = O ) ( [C@H] ( O c 1 n c ( c c ( n 1 ) C ) C ) C ( O ) = O ) c 1 c c c c c 1
703,O-202,O(C(=O)C(=O)Nc1cc(ccc1)-c1nn[nH]n1)CCCC,-0.54,O ( C ( = O ) C ( = O ) N c 1 c c ( c c c 1 ) - c 1 n n [nH] n 1 ) C C C C
704,E-logD7.4-7,N(C(=N)c1ccccc1-c1ccccc1)C1CCCCC1,2.87,N ( C ( = N ) c 1 c c c c c 1- c 1 c c c c c 1 ) C 1 C C C C C 1
705,O-479,Oc1c(CO)c(cnc1C)CO,-0.51,O c 1 c ( C O ) c ( c n c 1 C ) C O
706,O-352,O(Cc1ccccc1)C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C,3.5,O ( C c 1 c c c c c 1 ) C ( = O ) N C [C@@H] 1 C [C@H] 2 [C@H] ( N ( C 1 ) C ) C c 1 c 3 c 2 c c c c 3 n ( c 1 ) C
707,A-logD7.4-560,Clc1cc(ccc1NC(=O)Nc1ccccc1Cl)CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(cc1)C(O)=O,2.27,Cl c 1 c c ( c c c 1 N C ( = O ) N c 1 c c c c c 1 Cl ) C C ( = O ) N 1 C [C@@H] ( F ) C [C@H] 1 C O c 1 c c c ( c c 1 ) C ( O ) = O
708,O-190,Clc1ccc(OC(n2ncnc2)C(=O)C(C)(C)C)cc1,2.77,Cl c 1 c c c ( O C ( n 2 n c n c 2 ) C ( = O ) C ( C ) ( C ) C ) c c 1
709,A-logD7.4-427,n1nc(Nn2c(ccc2C)C)ccc1N1CCNCC1,1.44,n 1 n c ( N n 2 c ( c c c 2 C ) C ) c c c 1 N 1 C C N C C 1
710,A-logD7.4-637,N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C,2.83,N ( C C C = C 1 c 2 c ( C C c 3 c 1 c c c c 3 ) c c c c 2 ) ( C ) C
711,B-logD7.4-140,Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3,3.06,Cl c 1 c c 2 N = C ( N 3 C C N ( C C 3 ) C ) c 3 c ( N c 2 c c 1 ) c c c c 3
712,A-logD7.4-619,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(OC)cc1)[OH2+],2.59,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c c ( O C ) c c 1 ) [OH2+]
713,O-490,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,0.68,S ( = O ) ( = O ) ( c 1 c c c ( N ) c c 1 ) c 1 c c c ( N ) c c 1
714,B-logD7.4-196,s1cc(nc1N=C(N)N)CSCCN\C(=N\C)\NC#N,0.57,s 1 c c ( n c 1 N = C ( N ) N ) C S C C N \ C ( = N \ C ) \ N C # N
715,A-logD7.4-554,n1c2c(ccc1\C=C\C)cccc2,2.23,n 1 c 2 c ( c c c 1\ C = C \ C ) c c c c 2
716,A-logD7.4-117,Fc1cc(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(N3CC(NC(C3)C)C)cc12,-0.73,F c 1 c c ( F ) c c c 1 N 1 C = C ( C ( O ) = O ) C ( = O ) c 2 c c ( F ) c ( N 3 C C ( N C ( C 3 ) C ) C ) c c 12
717,B-logD7.4-297,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCCc1ccccc1,3.13,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C C c 1 c c c c c 1
718,B-logD7.4-54,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCC(N)(C)C)CC1CCCCC1)Cc1ccccc1,3.5,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N C C ( N ) ( C ) C ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
719,A-logD7.4-786,Fc1ccc(cc1C(F)(F)F)COC[C@@H]1N(C(=O)CNC1)c1ccc(OCCCOCc2ccccc2OC)cc1,3.7,F c 1 c c c ( c c 1 C ( F ) ( F ) F ) C O C [C@@H] 1 N ( C ( = O ) C N C 1 ) c 1 c c c ( O C C C O C c 2 c c c c c 2 O C ) c c 1
720,A-logD7.4-552,O1Cc2c(cccc2)C(c2c1cccc2)=CCCN(C)C,2.22,O 1 C c 2 c ( c c c c 2 ) C ( c 2 c 1 c c c c 2 ) = C C C N ( C ) C
721,A-logD7.4-738,FC(F)(F)c1cc(cc(c1)C(F)(F)F)COC[C@H](N1CCN(CC1)CC(=O)N)c1ccccc1,3.26,F C ( F ) ( F ) c 1 c c ( c c ( c 1 ) C ( F ) ( F ) F ) C O C [C@H] ( N 1 C C N ( C C 1 ) C C ( = O ) N ) c 1 c c c c c 1
722,A-logD7.4-559,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1cc2OCOc2cc1,2.27,F c 1 c c c ( c c 1 ) [C@@H] 1 C C N C [C@H] 1 C O c 1 c c 2 O C O c 2 c c 1
723,O-158,s1cc(nc1)-c1[nH]c2c(n1)cccc2,1.94,s 1 c c ( n c 1 ) - c 1 [nH] c 2 c ( n 1 ) c c c c 2
724,A-logD7.4-53,OC=1C(=O)C=CN(CCN)C=1C,-1.55,O C = 1 C ( = O ) C = C N ( C C N ) C = 1 C
725,A-logD7.4-331,[Na+].Fc1cc(C)c(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1ccc(F)cc1)C(C)C,0.86,[Na+] . F c 1 c c ( C ) c ( c c 1 ) - c 1 n ( \ C = C \ [C@@H] ( O ) C [C@@H] ( O ) C C ( = O ) [O-] ) c ( n c 1- c 1 c c c ( F ) c c 1 ) C ( C ) C
726,O-57,O=C1C[C@@H](O)[C@@H](\C=C/[C@H](O)CCCCC)[C@@H]1CCCCCCC(O)=O,0.78,O = C 1 C [C@@H] ( O ) [C@@H] ( \ C = C / [C@H] ( O ) C C C C C ) [C@@H] 1 C C C C C C C ( O ) = O
727,O-110,O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N,2.36,O ( C ) c 1 c c ( c c c 1 O C ) C ( C ( C ) C ) ( C C C N ( C C c 1 c c ( O C ) c ( O C ) c c 1 ) C ) C # N
728,O-13,OC(=O)C1CCC(CC1)CN,-3.0,O C ( = O ) C 1 C C C ( C C 1 ) C N
729,C-logD7.4-20,O1c2cc(ccc2OC1)CNC(=O)c1n2c(nc1C)C=CC=C2,3.02,O 1 c 2 c c ( c c c 2 O C 1 ) C N C ( = O ) c 1 n 2 c ( n c 1 C ) C = C C = C 2
730,A-logD7.4-282,S(=O)(=O)(Nc1ccc(cc1)Cc1nc(on1)Cc1cc2c([nH]cc2CCN(C)C)cc1)C,0.5,S ( = O ) ( = O ) ( N c 1 c c c ( c c 1 ) C c 1 n c ( o n 1 ) C c 1 c c 2 c ( [nH] c c 2 C C N ( C ) C ) c c 1 ) C
731,O-16,Clc1cc2N=CNS(=O)(=O)c2cc1S(=O)(=O)N,-0.05,Cl c 1 c c 2 N = C N S ( = O ) ( = O ) c 2 c c 1 S ( = O ) ( = O ) N
732,O-592,n1c(N)c(\N=N\c2ccccc2)ccc1N,3.31,n 1 c ( N ) c ( \ N = N \ c 2 c c c c c 2 ) c c c 1 N
733,B-logD7.4-322,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1C,2.84,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 c c c c c 1 C
734,O-104,S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1,-0.13,S ( = O ) ( = O ) ( N c 1 n c c c c 1 ) c 1 c c c ( N \ N = C /2\ C = C ( C ( O ) = O ) C ( = O ) C = C \2 ) c c 1
735,B-logD7.4-152,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC,2.91,O = C ( N ( C 1 C C N ( C C 1 ) C C c 1 c c c c c 1 ) c 1 c c c c c 1 ) C C
736,B-logD7.4-232,O1c2cc(\C=C\C(=O)N3CCC4(N(CNC4=O)c4ccccc4)CC3)c([N+](=O)[O-])cc2OC1,3.1,O 1 c 2 c c ( \ C = C \ C ( = O ) N 3 C C C 4 ( N ( C N C 4 = O ) c 4 c c c c c 4 ) C C 3 ) c ( [N+] ( = O ) [O-] ) c c 2 O C 1
737,A-logD7.4-84,OC=1C(=O)C=CN(CCO)C=1C,-1.1,O C = 1 C ( = O ) C = C N ( C C O ) C = 1 C
738,C-logD7.4-51,o1c(ccc1[N+](=O)[O-])C(=O)NNC(=O)c1ccc(cc1)COc1ccc(OCC)cc1,4.32,o 1 c ( c c c 1 [N+] ( = O ) [O-] ) C ( = O ) N N C ( = O ) c 1 c c c ( c c 1 ) C O c 1 c c c ( O C C ) c c 1
739,O-118,OCCn1c(ncc1[N+](=O)[O-])C,-0.02,O C C n 1 c ( n c c 1 [N+] ( = O ) [O-] ) C
740,A-logD7.4-534,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)CCC(O)=O,2.1,O c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c c ( c c 1 ) C C C ( O ) = O
741,E-logD7.4-51,O\N=C(/NC1CCCCC1)\c1ccccc1-c1ccccc1,4.53,O \ N = C ( / N C 1 C C C C C 1 ) \ c 1 c c c c c 1- c 1 c c c c c 1
742,O-361,OC(=O)c1cc(N)ccc1,-2.38,O C ( = O ) c 1 c c ( N ) c c c 1
743,B-logD7.4-285,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCOc1ccccc1,1.13,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S ( = O ) ( = O ) C C O C C O c 1 c c c c c 1
744,A-logD7.4-683,FC(F)(C(F)(F)C(F)(F)F)C=1OC(=O)c2c(N=1)cccc2C,2.9,F C ( F ) ( C ( F ) ( F ) C ( F ) ( F ) F ) C = 1 O C ( = O ) c 2 c ( N = 1 ) c c c c 2 C
745,A-logD7.4-796,O(C)c1cc(c2c(nc(nc2)Nc2ccc(N3CCN(CC3)C(=O)C)cc2)c1C1CCCC1)C,3.77,O ( C ) c 1 c c ( c 2 c ( n c ( n c 2 ) N c 2 c c c ( N 3 C C N ( C C 3 ) C ( = O ) C ) c c 2 ) c 1 C 1 C C C C 1 ) C
746,E-logD7.4-63,Fc1ccc(cc1)-c1nn2c(N=C(C=C2NCCCN(CC)CC)c2ccccc2)c1,4.84,F c 1 c c c ( c c 1 ) - c 1 n n 2 c ( N = C ( C = C 2 N C C C N ( C C ) C C ) c 2 c c c c c 2 ) c 1
747,B-logD7.4-323,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCSc1ccccc1,2.68,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C S c 1 c c c c c 1
748,O-166,O\N=C(/N)\c1cc2[nH]c(nc2cc1)Cc1[nH]c2nccc(c2n1)C,1.0,O \ N = C ( / N ) \ c 1 c c 2 [nH] c ( n c 2 c c 1 ) C c 1 [nH] c 2 n c c c ( c 2 n 1 ) C
749,A-logD7.4-478,o1cc(cc1)C1(C2c3cc(ccc3C([n+]3c2cccc3)C1)C(O)=O)c1ccoc1,1.76,o 1 c c ( c c 1 ) C 1 ( C 2 c 3 c c ( c c c 3 C ( [n+] 3 c 2 c c c c 3 ) C 1 ) C ( O ) = O ) c 1 c c o c 1
750,E-logD7.4-28,O(c1ccc(cc1OC)C)c1ncccc1/C(=N/O)/NC1CCCCC1,4.02,O ( c 1 c c c ( c c 1 O C ) C ) c 1 n c c c c 1/ C ( = N / O ) / N C 1 C C C C C 1
751,A-logD7.4-793,Clc1ccc2OCOc2c1Nc1ncnc2c1c(OC(C)C)cc(OCCN1CCOCC1)c2,3.7,Cl c 1 c c c 2 O C O c 2 c 1 N c 1 n c n c 2 c 1 c ( O C ( C ) C ) c c ( O C C N 1 C C O C C 1 ) c 2
752,A-logD7.4-195,S1(=O)(=O)N(CCCN1C)Cc1cc2c([nH]cc2CCN(C)C)cc1,-0.02,S 1 ( = O ) ( = O ) N ( C C C N 1 C ) C c 1 c c 2 c ( [nH] c c 2 C C N ( C ) C ) c c 1
753,A-logD7.4-176,[nH]1cc(c2cc(ccc12)Cn1nccn1)CCN(C)C,-0.2,[nH] 1 c c ( c 2 c c ( c c c 12 ) C n 1 n c c n 1 ) C C N ( C ) C
754,A-logD7.4-462,O(CC(O)CNC(C)C)c1c2c(ccc1O)cccc2,1.66,O ( C C ( O ) C N C ( C ) C ) c 1 c 2 c ( c c c 1 O ) c c c c 2
